Leading Cancer Sites,Leading Cancer Sites Code,Year,Sex,Sex Code,Race,Race Code,Count
Myeloma,34000,2021,Male,M,Black or African American,2054-5,55.0
Myeloma,34000,2021,Male,M,White,2106-3,123.0
Non-Hodgkin Lymphoma,33041-33042,1999,Female,F,Asian or Pacific Islander,A-PI,52.0
Non-Hodgkin Lymphoma,33041-33042,1999,Female,F,Black or African American,2054-5,284.0
Non-Hodgkin Lymphoma,33041-33042,1999,Female,F,White,2106-3,1129.0
Non-Hodgkin Lymphoma,33041-33042,1999,Male,M,Asian or Pacific Islander,A-PI,76.0
Non-Hodgkin Lymphoma,33041-33042,1999,Male,M,Black or African American,2054-5,411.0
Non-Hodgkin Lymphoma,33041-33042,1999,Male,M,White,2106-3,1914.0
Non-Hodgkin Lymphoma,33041-33042,1999,Male,M,Other Races and Unknown combined,2131-1,30.0
Non-Hodgkin Lymphoma,33041-33042,2000,Female,F,Asian or Pacific Islander,A-PI,59.0
Non-Hodgkin Lymphoma,33041-33042,2000,Female,F,Black or African American,2054-5,290.0
Non-Hodgkin Lymphoma,33041-33042,2000,Female,F,White,2106-3,1190.0
Non-Hodgkin Lymphoma,33041-33042,2000,Female,F,Other Races and Unknown combined,2131-1,24.0
Non-Hodgkin Lymphoma,33041-33042,2000,Male,M,American Indian or Alaska Native,1002-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2000,Male,M,Asian or Pacific Islander,A-PI,73.0
Non-Hodgkin Lymphoma,33041-33042,2000,Male,M,Black or African American,2054-5,383.0
Non-Hodgkin Lymphoma,33041-33042,2000,Male,M,White,2106-3,1816.0
Non-Hodgkin Lymphoma,33041-33042,2000,Male,M,Other Races and Unknown combined,2131-1,31.0
Non-Hodgkin Lymphoma,33041-33042,2001,Female,F,Asian or Pacific Islander,A-PI,58.0
Non-Hodgkin Lymphoma,33041-33042,2001,Female,F,Black or African American,2054-5,267.0
Non-Hodgkin Lymphoma,33041-33042,2001,Female,F,White,2106-3,1127.0
Non-Hodgkin Lymphoma,33041-33042,2001,Male,M,Asian or Pacific Islander,A-PI,85.0
Non-Hodgkin Lymphoma,33041-33042,2001,Male,M,Black or African American,2054-5,390.0
Non-Hodgkin Lymphoma,33041-33042,2001,Male,M,White,2106-3,1822.0
Non-Hodgkin Lymphoma,33041-33042,2001,Male,M,Other Races and Unknown combined,2131-1,22.0
Non-Hodgkin Lymphoma,33041-33042,2002,Female,F,Asian or Pacific Islander,A-PI,49.0
Non-Hodgkin Lymphoma,33041-33042,2002,Female,F,Black or African American,2054-5,257.0
Non-Hodgkin Lymphoma,33041-33042,2002,Female,F,White,2106-3,1102.0
Non-Hodgkin Lymphoma,33041-33042,2002,Female,F,Other Races and Unknown combined,2131-1,22.0
Non-Hodgkin Lymphoma,33041-33042,2002,Male,M,Asian or Pacific Islander,A-PI,67.0
Non-Hodgkin Lymphoma,33041-33042,2002,Male,M,Black or African American,2054-5,386.0
Non-Hodgkin Lymphoma,33041-33042,2002,Male,M,White,2106-3,1786.0
Non-Hodgkin Lymphoma,33041-33042,2002,Male,M,Other Races and Unknown combined,2131-1,31.0
Non-Hodgkin Lymphoma,33041-33042,2003,Female,F,Asian or Pacific Islander,A-PI,53.0
Non-Hodgkin Lymphoma,33041-33042,2003,Female,F,Black or African American,2054-5,265.0
Non-Hodgkin Lymphoma,33041-33042,2003,Female,F,White,2106-3,1088.0
Non-Hodgkin Lymphoma,33041-33042,2003,Female,F,Other Races and Unknown combined,2131-1,29.0
Non-Hodgkin Lymphoma,33041-33042,2003,Male,M,American Indian or Alaska Native,1002-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2003,Male,M,Asian or Pacific Islander,A-PI,85.0
Non-Hodgkin Lymphoma,33041-33042,2003,Male,M,Black or African American,2054-5,366.0
Non-Hodgkin Lymphoma,33041-33042,2003,Male,M,White,2106-3,1725.0
Non-Hodgkin Lymphoma,33041-33042,2003,Male,M,Other Races and Unknown combined,2131-1,35.0
Non-Hodgkin Lymphoma,33041-33042,2004,Female,F,Asian or Pacific Islander,A-PI,62.0
Non-Hodgkin Lymphoma,33041-33042,2004,Female,F,Black or African American,2054-5,290.0
Non-Hodgkin Lymphoma,33041-33042,2004,Female,F,White,2106-3,1106.0
Non-Hodgkin Lymphoma,33041-33042,2004,Female,F,Other Races and Unknown combined,2131-1,26.0
Non-Hodgkin Lymphoma,33041-33042,2004,Male,M,Asian or Pacific Islander,A-PI,86.0
Non-Hodgkin Lymphoma,33041-33042,2004,Male,M,Black or African American,2054-5,370.0
Non-Hodgkin Lymphoma,33041-33042,2004,Male,M,White,2106-3,1669.0
Non-Hodgkin Lymphoma,33041-33042,2004,Male,M,Other Races and Unknown combined,2131-1,20.0
Non-Hodgkin Lymphoma,33041-33042,2005,Female,F,Asian or Pacific Islander,A-PI,63.0
Non-Hodgkin Lymphoma,33041-33042,2005,Female,F,Black or African American,2054-5,301.0
Non-Hodgkin Lymphoma,33041-33042,2005,Female,F,White,2106-3,1104.0
Non-Hodgkin Lymphoma,33041-33042,2005,Female,F,Other Races and Unknown combined,2131-1,21.0
Non-Hodgkin Lymphoma,33041-33042,2005,Male,M,Asian or Pacific Islander,A-PI,76.0
Non-Hodgkin Lymphoma,33041-33042,2005,Male,M,Black or African American,2054-5,369.0
Non-Hodgkin Lymphoma,33041-33042,2005,Male,M,White,2106-3,1700.0
Non-Hodgkin Lymphoma,33041-33042,2005,Male,M,Other Races and Unknown combined,2131-1,33.0
Non-Hodgkin Lymphoma,33041-33042,2006,Female,F,Asian or Pacific Islander,A-PI,58.0
Non-Hodgkin Lymphoma,33041-33042,2006,Female,F,Black or African American,2054-5,284.0
Non-Hodgkin Lymphoma,33041-33042,2006,Female,F,White,2106-3,1091.0
Non-Hodgkin Lymphoma,33041-33042,2006,Female,F,Other Races and Unknown combined,2131-1,27.0
Non-Hodgkin Lymphoma,33041-33042,2006,Male,M,American Indian or Alaska Native,1002-5,19.0
Non-Hodgkin Lymphoma,33041-33042,2006,Male,M,Asian or Pacific Islander,A-PI,76.0
Non-Hodgkin Lymphoma,33041-33042,2006,Male,M,Black or African American,2054-5,358.0
Non-Hodgkin Lymphoma,33041-33042,2006,Male,M,White,2106-3,1661.0
Non-Hodgkin Lymphoma,33041-33042,2006,Male,M,Other Races and Unknown combined,2131-1,45.0
Non-Hodgkin Lymphoma,33041-33042,2007,Female,F,Asian or Pacific Islander,A-PI,78.0
Non-Hodgkin Lymphoma,33041-33042,2007,Female,F,Black or African American,2054-5,306.0
Non-Hodgkin Lymphoma,33041-33042,2007,Female,F,White,2106-3,1093.0
Non-Hodgkin Lymphoma,33041-33042,2007,Female,F,Other Races and Unknown combined,2131-1,34.0
Non-Hodgkin Lymphoma,33041-33042,2007,Male,M,Asian or Pacific Islander,A-PI,69.0
Non-Hodgkin Lymphoma,33041-33042,2007,Male,M,Black or African American,2054-5,344.0
Non-Hodgkin Lymphoma,33041-33042,2007,Male,M,White,2106-3,1638.0
Non-Hodgkin Lymphoma,33041-33042,2007,Male,M,Other Races and Unknown combined,2131-1,40.0
Non-Hodgkin Lymphoma,33041-33042,2008,Female,F,Asian or Pacific Islander,A-PI,93.0
Non-Hodgkin Lymphoma,33041-33042,2008,Female,F,Black or African American,2054-5,277.0
Non-Hodgkin Lymphoma,33041-33042,2008,Female,F,White,2106-3,1109.0
Non-Hodgkin Lymphoma,33041-33042,2008,Female,F,Other Races and Unknown combined,2131-1,28.0
Non-Hodgkin Lymphoma,33041-33042,2008,Male,M,Asian or Pacific Islander,A-PI,97.0
Non-Hodgkin Lymphoma,33041-33042,2008,Male,M,Black or African American,2054-5,343.0
Non-Hodgkin Lymphoma,33041-33042,2008,Male,M,White,2106-3,1713.0
Non-Hodgkin Lymphoma,33041-33042,2008,Male,M,Other Races and Unknown combined,2131-1,49.0
Non-Hodgkin Lymphoma,33041-33042,2009,Female,F,Asian or Pacific Islander,A-PI,92.0
Non-Hodgkin Lymphoma,33041-33042,2009,Female,F,Black or African American,2054-5,278.0
Non-Hodgkin Lymphoma,33041-33042,2009,Female,F,White,2106-3,1108.0
Non-Hodgkin Lymphoma,33041-33042,2009,Female,F,Other Races and Unknown combined,2131-1,34.0
Non-Hodgkin Lymphoma,33041-33042,2009,Male,M,Asian or Pacific Islander,A-PI,87.0
Non-Hodgkin Lymphoma,33041-33042,2009,Male,M,Black or African American,2054-5,399.0
Non-Hodgkin Lymphoma,33041-33042,2009,Male,M,White,2106-3,1681.0
Non-Hodgkin Lymphoma,33041-33042,2009,Male,M,Other Races and Unknown combined,2131-1,46.0
Non-Hodgkin Lymphoma,33041-33042,2010,Female,F,Asian or Pacific Islander,A-PI,85.0
Non-Hodgkin Lymphoma,33041-33042,2010,Female,F,Black or African American,2054-5,281.0
Non-Hodgkin Lymphoma,33041-33042,2010,Female,F,White,2106-3,1090.0
Non-Hodgkin Lymphoma,33041-33042,2010,Female,F,Other Races and Unknown combined,2131-1,31.0
Non-Hodgkin Lymphoma,33041-33042,2010,Male,M,American Indian or Alaska Native,1002-5,21.0
Non-Hodgkin Lymphoma,33041-33042,2010,Male,M,Asian or Pacific Islander,A-PI,93.0
Non-Hodgkin Lymphoma,33041-33042,2010,Male,M,Black or African American,2054-5,340.0
Non-Hodgkin Lymphoma,33041-33042,2010,Male,M,White,2106-3,1650.0
Non-Hodgkin Lymphoma,33041-33042,2010,Male,M,Other Races and Unknown combined,2131-1,50.0
Non-Hodgkin Lymphoma,33041-33042,2011,Female,F,Asian or Pacific Islander,A-PI,92.0
Non-Hodgkin Lymphoma,33041-33042,2011,Female,F,Black or African American,2054-5,254.0
Non-Hodgkin Lymphoma,33041-33042,2011,Female,F,White,2106-3,1077.0
Non-Hodgkin Lymphoma,33041-33042,2011,Female,F,Other Races and Unknown combined,2131-1,30.0
Non-Hodgkin Lymphoma,33041-33042,2011,Male,M,Asian or Pacific Islander,A-PI,100.0
Non-Hodgkin Lymphoma,33041-33042,2011,Male,M,Black or African American,2054-5,374.0
Non-Hodgkin Lymphoma,33041-33042,2011,Male,M,White,2106-3,1590.0
Non-Hodgkin Lymphoma,33041-33042,2011,Male,M,Other Races and Unknown combined,2131-1,45.0
Non-Hodgkin Lymphoma,33041-33042,2012,Female,F,Asian or Pacific Islander,A-PI,96.0
Non-Hodgkin Lymphoma,33041-33042,2012,Female,F,Black or African American,2054-5,279.0
Non-Hodgkin Lymphoma,33041-33042,2012,Female,F,White,2106-3,1078.0
Non-Hodgkin Lymphoma,33041-33042,2012,Female,F,Other Races and Unknown combined,2131-1,33.0
Non-Hodgkin Lymphoma,33041-33042,2012,Male,M,Asian or Pacific Islander,A-PI,114.0
Non-Hodgkin Lymphoma,33041-33042,2012,Male,M,Black or African American,2054-5,349.0
Non-Hodgkin Lymphoma,33041-33042,2012,Male,M,White,2106-3,1579.0
Non-Hodgkin Lymphoma,33041-33042,2012,Male,M,Other Races and Unknown combined,2131-1,50.0
Non-Hodgkin Lymphoma,33041-33042,2013,Female,F,Asian or Pacific Islander,A-PI,102.0
Non-Hodgkin Lymphoma,33041-33042,2013,Female,F,Black or African American,2054-5,303.0
Non-Hodgkin Lymphoma,33041-33042,2013,Female,F,White,2106-3,1092.0
Non-Hodgkin Lymphoma,33041-33042,2013,Female,F,Other Races and Unknown combined,2131-1,29.0
Non-Hodgkin Lymphoma,33041-33042,2013,Male,M,Asian or Pacific Islander,A-PI,115.0
Non-Hodgkin Lymphoma,33041-33042,2013,Male,M,Black or African American,2054-5,369.0
Non-Hodgkin Lymphoma,33041-33042,2013,Male,M,White,2106-3,1625.0
Non-Hodgkin Lymphoma,33041-33042,2013,Male,M,Other Races and Unknown combined,2131-1,41.0
Non-Hodgkin Lymphoma,33041-33042,2014,Female,F,Asian or Pacific Islander,A-PI,91.0
Non-Hodgkin Lymphoma,33041-33042,2014,Female,F,Black or African American,2054-5,268.0
Non-Hodgkin Lymphoma,33041-33042,2014,Female,F,White,2106-3,1096.0
Non-Hodgkin Lymphoma,33041-33042,2014,Female,F,Other Races and Unknown combined,2131-1,40.0
Non-Hodgkin Lymphoma,33041-33042,2014,Male,M,Asian or Pacific Islander,A-PI,130.0
Non-Hodgkin Lymphoma,33041-33042,2014,Male,M,Black or African American,2054-5,346.0
Non-Hodgkin Lymphoma,33041-33042,2014,Male,M,White,2106-3,1595.0
Non-Hodgkin Lymphoma,33041-33042,2014,Male,M,Other Races and Unknown combined,2131-1,57.0
Non-Hodgkin Lymphoma,33041-33042,2015,Female,F,Asian or Pacific Islander,A-PI,91.0
Non-Hodgkin Lymphoma,33041-33042,2015,Female,F,Black or African American,2054-5,268.0
Non-Hodgkin Lymphoma,33041-33042,2015,Female,F,White,2106-3,1114.0
Non-Hodgkin Lymphoma,33041-33042,2015,Female,F,Other Races and Unknown combined,2131-1,32.0
Non-Hodgkin Lymphoma,33041-33042,2015,Male,M,American Indian or Alaska Native,1002-5,22.0
Non-Hodgkin Lymphoma,33041-33042,2015,Male,M,Asian or Pacific Islander,A-PI,106.0
Non-Hodgkin Lymphoma,33041-33042,2015,Male,M,Black or African American,2054-5,369.0
Non-Hodgkin Lymphoma,33041-33042,2015,Male,M,White,2106-3,1668.0
Non-Hodgkin Lymphoma,33041-33042,2015,Male,M,Other Races and Unknown combined,2131-1,50.0
Non-Hodgkin Lymphoma,33041-33042,2016,Female,F,Asian or Pacific Islander,A-PI,126.0
Non-Hodgkin Lymphoma,33041-33042,2016,Female,F,Black or African American,2054-5,283.0
Non-Hodgkin Lymphoma,33041-33042,2016,Female,F,White,2106-3,1135.0
Non-Hodgkin Lymphoma,33041-33042,2016,Female,F,Other Races and Unknown combined,2131-1,32.0
Non-Hodgkin Lymphoma,33041-33042,2016,Male,M,Asian or Pacific Islander,A-PI,149.0
Non-Hodgkin Lymphoma,33041-33042,2016,Male,M,Black or African American,2054-5,384.0
Non-Hodgkin Lymphoma,33041-33042,2016,Male,M,White,2106-3,1643.0
Non-Hodgkin Lymphoma,33041-33042,2016,Male,M,Other Races and Unknown combined,2131-1,57.0
Non-Hodgkin Lymphoma,33041-33042,2017,Female,F,Asian or Pacific Islander,A-PI,116.0
Non-Hodgkin Lymphoma,33041-33042,2017,Female,F,Black or African American,2054-5,280.0
Non-Hodgkin Lymphoma,33041-33042,2017,Female,F,White,2106-3,1106.0
Non-Hodgkin Lymphoma,33041-33042,2017,Female,F,Other Races and Unknown combined,2131-1,43.0
Non-Hodgkin Lymphoma,33041-33042,2017,Male,M,American Indian or Alaska Native,1002-5,23.0
Non-Hodgkin Lymphoma,33041-33042,2017,Male,M,Asian or Pacific Islander,A-PI,113.0
Non-Hodgkin Lymphoma,33041-33042,2017,Male,M,Black or African American,2054-5,382.0
Non-Hodgkin Lymphoma,33041-33042,2017,Male,M,White,2106-3,1616.0
Non-Hodgkin Lymphoma,33041-33042,2017,Male,M,Other Races and Unknown combined,2131-1,69.0
Non-Hodgkin Lymphoma,33041-33042,2018,Female,F,American Indian or Alaska Native,1002-5,18.0
Non-Hodgkin Lymphoma,33041-33042,2018,Female,F,Asian or Pacific Islander,A-PI,127.0
Non-Hodgkin Lymphoma,33041-33042,2018,Female,F,Black or African American,2054-5,290.0
Non-Hodgkin Lymphoma,33041-33042,2018,Female,F,White,2106-3,1134.0
Non-Hodgkin Lymphoma,33041-33042,2018,Female,F,Other Races and Unknown combined,2131-1,60.0
Non-Hodgkin Lymphoma,33041-33042,2018,Male,M,American Indian or Alaska Native,1002-5,17.0
Non-Hodgkin Lymphoma,33041-33042,2018,Male,M,Asian or Pacific Islander,A-PI,139.0
Non-Hodgkin Lymphoma,33041-33042,2018,Male,M,Black or African American,2054-5,384.0
Non-Hodgkin Lymphoma,33041-33042,2018,Male,M,White,2106-3,1654.0
Non-Hodgkin Lymphoma,33041-33042,2018,Male,M,Other Races and Unknown combined,2131-1,78.0
Non-Hodgkin Lymphoma,33041-33042,2019,Female,F,Asian or Pacific Islander,A-PI,114.0
Non-Hodgkin Lymphoma,33041-33042,2019,Female,F,Black or African American,2054-5,314.0
Non-Hodgkin Lymphoma,33041-33042,2019,Female,F,White,2106-3,1076.0
Non-Hodgkin Lymphoma,33041-33042,2019,Female,F,Other Races and Unknown combined,2131-1,63.0
Non-Hodgkin Lymphoma,33041-33042,2019,Male,M,Asian or Pacific Islander,A-PI,143.0
Non-Hodgkin Lymphoma,33041-33042,2019,Male,M,Black or African American,2054-5,394.0
Non-Hodgkin Lymphoma,33041-33042,2019,Male,M,White,2106-3,1631.0
Non-Hodgkin Lymphoma,33041-33042,2019,Male,M,Other Races and Unknown combined,2131-1,86.0
Non-Hodgkin Lymphoma,33041-33042,2020,Female,F,Asian or Pacific Islander,A-PI,125.0
Non-Hodgkin Lymphoma,33041-33042,2020,Female,F,Black or African American,2054-5,259.0
Non-Hodgkin Lymphoma,33041-33042,2020,Female,F,White,2106-3,1039.0
Non-Hodgkin Lymphoma,33041-33042,2020,Female,F,Other Races and Unknown combined,2131-1,63.0
Non-Hodgkin Lymphoma,33041-33042,2020,Male,M,Asian or Pacific Islander,A-PI,118.0
Non-Hodgkin Lymphoma,33041-33042,2020,Male,M,Black or African American,2054-5,337.0
Non-Hodgkin Lymphoma,33041-33042,2020,Male,M,White,2106-3,1498.0
Non-Hodgkin Lymphoma,33041-33042,2020,Male,M,Other Races and Unknown combined,2131-1,63.0
Non-Hodgkin Lymphoma,33041-33042,2021,Female,F,Asian or Pacific Islander,A-PI,140.0
Non-Hodgkin Lymphoma,33041-33042,2021,Female,F,Black or African American,2054-5,265.0
Non-Hodgkin Lymphoma,33041-33042,2021,Female,F,White,2106-3,1052.0
Non-Hodgkin Lymphoma,33041-33042,2021,Female,F,Other Races and Unknown combined,2131-1,72.0
Non-Hodgkin Lymphoma,33041-33042,2021,Male,M,American Indian or Alaska Native,1002-5,20.0
Non-Hodgkin Lymphoma,33041-33042,2021,Male,M,Asian or Pacific Islander,A-PI,133.0
Non-Hodgkin Lymphoma,33041-33042,2021,Male,M,Black or African American,2054-5,410.0
Non-Hodgkin Lymphoma,33041-33042,2021,Male,M,White,2106-3,1498.0
Non-Hodgkin Lymphoma,33041-33042,2021,Male,M,Other Races and Unknown combined,2131-1,93.0
Oral Cavity and Pharynx,20010-20100,1999,Female,F,Asian or Pacific Islander,A-PI,49.0
Oral Cavity and Pharynx,20010-20100,1999,Female,F,Black or African American,2054-5,65.0
Oral Cavity and Pharynx,20010-20100,1999,Female,F,White,2106-3,401.0
Oral Cavity and Pharynx,20010-20100,1999,Female,F,Other Races and Unknown combined,2131-1,19.0
Oral Cavity and Pharynx,20010-20100,1999,Male,M,Asian or Pacific Islander,A-PI,64.0
Oral Cavity and Pharynx,20010-20100,1999,Male,M,Black or African American,2054-5,81.0
Oral Cavity and Pharynx,20010-20100,1999,Male,M,White,2106-3,615.0
Oral Cavity and Pharynx,20010-20100,1999,Male,M,Other Races and Unknown combined,2131-1,16.0
Oral Cavity and Pharynx,20010-20100,2000,Female,F,Asian or Pacific Islander,A-PI,42.0
Oral Cavity and Pharynx,20010-20100,2000,Female,F,Black or African American,2054-5,66.0
Oral Cavity and Pharynx,20010-20100,2000,Female,F,White,2106-3,422.0
Oral Cavity and Pharynx,20010-20100,2000,Male,M,Asian or Pacific Islander,A-PI,59.0
Oral Cavity and Pharynx,20010-20100,2000,Male,M,Black or African American,2054-5,98.0
Oral Cavity and Pharynx,20010-20100,2000,Male,M,White,2106-3,639.0
Oral Cavity and Pharynx,20010-20100,2001,Female,F,Asian or Pacific Islander,A-PI,34.0
Oral Cavity and Pharynx,20010-20100,2001,Female,F,Black or African American,2054-5,91.0
Oral Cavity and Pharynx,20010-20100,2001,Female,F,White,2106-3,405.0
Oral Cavity and Pharynx,20010-20100,2001,Male,M,Asian or Pacific Islander,A-PI,50.0
Oral Cavity and Pharynx,20010-20100,2001,Male,M,Black or African American,2054-5,86.0
Oral Cavity and Pharynx,20010-20100,2001,Male,M,White,2106-3,577.0
Oral Cavity and Pharynx,20010-20100,2002,Female,F,Asian or Pacific Islander,A-PI,56.0
Oral Cavity and Pharynx,20010-20100,2002,Female,F,Black or African American,2054-5,75.0
Oral Cavity and Pharynx,20010-20100,2002,Female,F,White,2106-3,406.0
Oral Cavity and Pharynx,20010-20100,2002,Male,M,Asian or Pacific Islander,A-PI,64.0
Oral Cavity and Pharynx,20010-20100,2002,Male,M,Black or African American,2054-5,110.0
Oral Cavity and Pharynx,20010-20100,2002,Male,M,White,2106-3,635.0
Oral Cavity and Pharynx,20010-20100,2003,Female,F,Asian or Pacific Islander,A-PI,59.0
Oral Cavity and Pharynx,20010-20100,2003,Female,F,Black or African American,2054-5,84.0
Oral Cavity and Pharynx,20010-20100,2003,Female,F,White,2106-3,422.0
Oral Cavity and Pharynx,20010-20100,2003,Male,M,Asian or Pacific Islander,A-PI,64.0
Oral Cavity and Pharynx,20010-20100,2003,Male,M,Black or African American,2054-5,100.0
Oral Cavity and Pharynx,20010-20100,2003,Male,M,White,2106-3,597.0
Oral Cavity and Pharynx,20010-20100,2004,Female,F,Asian or Pacific Islander,A-PI,55.0
Oral Cavity and Pharynx,20010-20100,2004,Female,F,Black or African American,2054-5,80.0
Oral Cavity and Pharynx,20010-20100,2004,Female,F,White,2106-3,403.0
Oral Cavity and Pharynx,20010-20100,2004,Male,M,Asian or Pacific Islander,A-PI,78.0
Oral Cavity and Pharynx,20010-20100,2004,Male,M,Black or African American,2054-5,98.0
Oral Cavity and Pharynx,20010-20100,2004,Male,M,White,2106-3,525.0
Oral Cavity and Pharynx,20010-20100,2005,Female,F,Asian or Pacific Islander,A-PI,60.0
