Leading Cancer Sites,Leading Cancer Sites Code,Year,Age Groups,Age Groups Code,Sex,Sex Code,Race,Race Code,Count
Myeloma,34000,2003,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
Myeloma,34000,2003,35-39 years,35-39,Female,F,White,2106-3,35.0
Myeloma,34000,2003,35-39 years,35-39,Male,M,Black or African American,2054-5,17.0
Myeloma,34000,2003,35-39 years,35-39,Male,M,White,2106-3,60.0
Myeloma,34000,2004,30-34 years,30-34,Male,M,White,2106-3,25.0
Myeloma,34000,2004,35-39 years,35-39,Female,F,Black or African American,2054-5,26.0
Myeloma,34000,2004,35-39 years,35-39,Female,F,White,2106-3,45.0
Myeloma,34000,2004,35-39 years,35-39,Male,M,Black or African American,2054-5,20.0
Myeloma,34000,2004,35-39 years,35-39,Male,M,White,2106-3,69.0
Myeloma,34000,2005,30-34 years,30-34,Female,F,White,2106-3,16.0
Myeloma,34000,2005,30-34 years,30-34,Male,M,White,2106-3,31.0
Myeloma,34000,2005,35-39 years,35-39,Female,F,Black or African American,2054-5,26.0
Myeloma,34000,2005,35-39 years,35-39,Female,F,White,2106-3,36.0
Myeloma,34000,2005,35-39 years,35-39,Male,M,Black or African American,2054-5,32.0
Myeloma,34000,2005,35-39 years,35-39,Male,M,White,2106-3,72.0
Myeloma,34000,2006,30-34 years,30-34,Female,F,White,2106-3,16.0
Myeloma,34000,2006,30-34 years,30-34,Male,M,White,2106-3,20.0
Myeloma,34000,2006,35-39 years,35-39,Female,F,Black or African American,2054-5,30.0
Myeloma,34000,2006,35-39 years,35-39,Female,F,White,2106-3,36.0
Myeloma,34000,2006,35-39 years,35-39,Male,M,Black or African American,2054-5,31.0
Myeloma,34000,2006,35-39 years,35-39,Male,M,White,2106-3,69.0
Myeloma,34000,2007,30-34 years,30-34,Female,F,White,2106-3,16.0
Myeloma,34000,2007,30-34 years,30-34,Male,M,White,2106-3,31.0
Myeloma,34000,2007,35-39 years,35-39,Female,F,Black or African American,2054-5,29.0
Myeloma,34000,2007,35-39 years,35-39,Female,F,White,2106-3,28.0
Myeloma,34000,2007,35-39 years,35-39,Male,M,Black or African American,2054-5,28.0
Myeloma,34000,2007,35-39 years,35-39,Male,M,White,2106-3,68.0
Myeloma,34000,2008,30-34 years,30-34,Female,F,White,2106-3,16.0
Myeloma,34000,2008,30-34 years,30-34,Male,M,White,2106-3,28.0
Myeloma,34000,2008,35-39 years,35-39,Female,F,Black or African American,2054-5,21.0
Myeloma,34000,2008,35-39 years,35-39,Female,F,White,2106-3,60.0
Myeloma,34000,2008,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Myeloma,34000,2008,35-39 years,35-39,Male,M,White,2106-3,64.0
Myeloma,34000,2009,30-34 years,30-34,Male,M,White,2106-3,29.0
Myeloma,34000,2009,35-39 years,35-39,Female,F,Black or African American,2054-5,18.0
Myeloma,34000,2009,35-39 years,35-39,Female,F,White,2106-3,40.0
Myeloma,34000,2009,35-39 years,35-39,Male,M,Black or African American,2054-5,19.0
Myeloma,34000,2009,35-39 years,35-39,Male,M,White,2106-3,63.0
Myeloma,34000,2010,30-34 years,30-34,Male,M,White,2106-3,22.0
Myeloma,34000,2010,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
Myeloma,34000,2010,35-39 years,35-39,Female,F,White,2106-3,47.0
Myeloma,34000,2010,35-39 years,35-39,Male,M,Black or African American,2054-5,29.0
Myeloma,34000,2010,35-39 years,35-39,Male,M,White,2106-3,87.0
Myeloma,34000,2011,30-34 years,30-34,Female,F,Black or African American,2054-5,19.0
Myeloma,34000,2011,30-34 years,30-34,Female,F,White,2106-3,19.0
Myeloma,34000,2011,30-34 years,30-34,Male,M,Black or African American,2054-5,17.0
Myeloma,34000,2011,30-34 years,30-34,Male,M,White,2106-3,26.0
Myeloma,34000,2011,35-39 years,35-39,Female,F,Black or African American,2054-5,19.0
Myeloma,34000,2011,35-39 years,35-39,Female,F,White,2106-3,50.0
Myeloma,34000,2011,35-39 years,35-39,Male,M,Black or African American,2054-5,37.0
Myeloma,34000,2011,35-39 years,35-39,Male,M,White,2106-3,75.0
Myeloma,34000,2012,30-34 years,30-34,Male,M,White,2106-3,29.0
Myeloma,34000,2012,35-39 years,35-39,Female,F,Black or African American,2054-5,23.0
Myeloma,34000,2012,35-39 years,35-39,Female,F,White,2106-3,46.0
Myeloma,34000,2012,35-39 years,35-39,Male,M,Black or African American,2054-5,20.0
Myeloma,34000,2012,35-39 years,35-39,Male,M,White,2106-3,85.0
Myeloma,34000,2013,25-29 years,25-29,Male,M,White,2106-3,18.0
Myeloma,34000,2013,30-34 years,30-34,Female,F,Black or African American,2054-5,16.0
Myeloma,34000,2013,30-34 years,30-34,Female,F,White,2106-3,17.0
Myeloma,34000,2013,30-34 years,30-34,Male,M,White,2106-3,33.0
Myeloma,34000,2013,35-39 years,35-39,Female,F,Black or African American,2054-5,25.0
Myeloma,34000,2013,35-39 years,35-39,Female,F,White,2106-3,46.0
Myeloma,34000,2013,35-39 years,35-39,Male,M,Black or African American,2054-5,28.0
Myeloma,34000,2013,35-39 years,35-39,Male,M,White,2106-3,75.0
Myeloma,34000,2014,30-34 years,30-34,Male,M,White,2106-3,42.0
Myeloma,34000,2014,35-39 years,35-39,Female,F,Black or African American,2054-5,37.0
Myeloma,34000,2014,35-39 years,35-39,Female,F,White,2106-3,43.0
Myeloma,34000,2014,35-39 years,35-39,Male,M,Black or African American,2054-5,30.0
Myeloma,34000,2014,35-39 years,35-39,Male,M,White,2106-3,74.0
Myeloma,34000,2015,30-34 years,30-34,Female,F,White,2106-3,17.0
Myeloma,34000,2015,30-34 years,30-34,Male,M,Black or African American,2054-5,30.0
Myeloma,34000,2015,30-34 years,30-34,Male,M,White,2106-3,20.0
Myeloma,34000,2015,35-39 years,35-39,Female,F,Black or African American,2054-5,30.0
Myeloma,34000,2015,35-39 years,35-39,Female,F,White,2106-3,50.0
Myeloma,34000,2015,35-39 years,35-39,Male,M,Black or African American,2054-5,26.0
Myeloma,34000,2015,35-39 years,35-39,Male,M,White,2106-3,68.0
Myeloma,34000,2016,30-34 years,30-34,Female,F,White,2106-3,23.0
Myeloma,34000,2016,30-34 years,30-34,Male,M,White,2106-3,34.0
Myeloma,34000,2016,35-39 years,35-39,Female,F,Black or African American,2054-5,38.0
Myeloma,34000,2016,35-39 years,35-39,Female,F,White,2106-3,53.0
Myeloma,34000,2016,35-39 years,35-39,Male,M,Black or African American,2054-5,33.0
Myeloma,34000,2016,35-39 years,35-39,Male,M,White,2106-3,60.0
Myeloma,34000,2017,30-34 years,30-34,Female,F,White,2106-3,18.0
Myeloma,34000,2017,30-34 years,30-34,Male,M,Black or African American,2054-5,19.0
Myeloma,34000,2017,30-34 years,30-34,Male,M,White,2106-3,31.0
Myeloma,34000,2017,35-39 years,35-39,Female,F,Black or African American,2054-5,34.0
Myeloma,34000,2017,35-39 years,35-39,Female,F,White,2106-3,73.0
Myeloma,34000,2017,35-39 years,35-39,Male,M,Black or African American,2054-5,40.0
Myeloma,34000,2017,35-39 years,35-39,Male,M,White,2106-3,68.0
Myeloma,34000,2018,30-34 years,30-34,Female,F,White,2106-3,23.0
Myeloma,34000,2018,30-34 years,30-34,Male,M,White,2106-3,27.0
Myeloma,34000,2018,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
Myeloma,34000,2018,35-39 years,35-39,Female,F,White,2106-3,57.0
Myeloma,34000,2018,35-39 years,35-39,Male,M,Black or African American,2054-5,27.0
Myeloma,34000,2018,35-39 years,35-39,Male,M,White,2106-3,79.0
Myeloma,34000,2019,30-34 years,30-34,Female,F,White,2106-3,20.0
Myeloma,34000,2019,30-34 years,30-34,Male,M,White,2106-3,24.0
Myeloma,34000,2019,35-39 years,35-39,Female,F,Black or African American,2054-5,37.0
Myeloma,34000,2019,35-39 years,35-39,Female,F,White,2106-3,70.0
Myeloma,34000,2019,35-39 years,35-39,Male,M,Black or African American,2054-5,31.0
Myeloma,34000,2019,35-39 years,35-39,Male,M,White,2106-3,76.0
Myeloma,34000,2020,30-34 years,30-34,Female,F,White,2106-3,27.0
Myeloma,34000,2020,30-34 years,30-34,Male,M,White,2106-3,42.0
Myeloma,34000,2020,35-39 years,35-39,Female,F,Black or African American,2054-5,33.0
Myeloma,34000,2020,35-39 years,35-39,Female,F,White,2106-3,45.0
Myeloma,34000,2020,35-39 years,35-39,Male,M,Black or African American,2054-5,33.0
Myeloma,34000,2020,35-39 years,35-39,Male,M,White,2106-3,68.0
Myeloma,34000,2021,30-34 years,30-34,Female,F,White,2106-3,22.0
Myeloma,34000,2021,30-34 years,30-34,Male,M,White,2106-3,32.0
Myeloma,34000,2021,35-39 years,35-39,Female,F,Black or African American,2054-5,36.0
Myeloma,34000,2021,35-39 years,35-39,Female,F,White,2106-3,51.0
Myeloma,34000,2021,35-39 years,35-39,Male,M,Black or African American,2054-5,30.0
Myeloma,34000,2021,35-39 years,35-39,Male,M,White,2106-3,81.0
Non-Hodgkin Lymphoma,33041-33042,1999,20-24 years,20-24,Female,F,Black or African American,2054-5,30.0
Non-Hodgkin Lymphoma,33041-33042,1999,20-24 years,20-24,Female,F,White,2106-3,131.0
Non-Hodgkin Lymphoma,33041-33042,1999,20-24 years,20-24,Male,M,Asian or Pacific Islander,A-PI,19.0
Non-Hodgkin Lymphoma,33041-33042,1999,20-24 years,20-24,Male,M,Black or African American,2054-5,42.0
Non-Hodgkin Lymphoma,33041-33042,1999,20-24 years,20-24,Male,M,White,2106-3,225.0
Non-Hodgkin Lymphoma,33041-33042,1999,25-29 years,25-29,Female,F,Black or African American,2054-5,56.0
Non-Hodgkin Lymphoma,33041-33042,1999,25-29 years,25-29,Female,F,White,2106-3,189.0
Non-Hodgkin Lymphoma,33041-33042,1999,25-29 years,25-29,Male,M,Black or African American,2054-5,80.0
Non-Hodgkin Lymphoma,33041-33042,1999,25-29 years,25-29,Male,M,White,2106-3,308.0
Non-Hodgkin Lymphoma,33041-33042,1999,30-34 years,30-34,Female,F,Black or African American,2054-5,84.0
Non-Hodgkin Lymphoma,33041-33042,1999,30-34 years,30-34,Female,F,White,2106-3,296.0
Non-Hodgkin Lymphoma,33041-33042,1999,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,21.0
Non-Hodgkin Lymphoma,33041-33042,1999,30-34 years,30-34,Male,M,Black or African American,2054-5,116.0
Non-Hodgkin Lymphoma,33041-33042,1999,30-34 years,30-34,Male,M,White,2106-3,564.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,25.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Female,F,Black or African American,2054-5,114.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Female,F,White,2106-3,513.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,23.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Male,M,Black or African American,2054-5,173.0
Non-Hodgkin Lymphoma,33041-33042,1999,35-39 years,35-39,Male,M,White,2106-3,817.0
Non-Hodgkin Lymphoma,33041-33042,2000,20-24 years,20-24,Female,F,Black or African American,2054-5,31.0
Non-Hodgkin Lymphoma,33041-33042,2000,20-24 years,20-24,Female,F,White,2106-3,144.0
Non-Hodgkin Lymphoma,33041-33042,2000,20-24 years,20-24,Male,M,Asian or Pacific Islander,A-PI,17.0
Non-Hodgkin Lymphoma,33041-33042,2000,20-24 years,20-24,Male,M,Black or African American,2054-5,34.0
Non-Hodgkin Lymphoma,33041-33042,2000,20-24 years,20-24,Male,M,White,2106-3,216.0
Non-Hodgkin Lymphoma,33041-33042,2000,25-29 years,25-29,Female,F,Black or African American,2054-5,61.0
Non-Hodgkin Lymphoma,33041-33042,2000,25-29 years,25-29,Female,F,White,2106-3,221.0
Non-Hodgkin Lymphoma,33041-33042,2000,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,16.0
Non-Hodgkin Lymphoma,33041-33042,2000,25-29 years,25-29,Male,M,Black or African American,2054-5,60.0
Non-Hodgkin Lymphoma,33041-33042,2000,25-29 years,25-29,Male,M,White,2106-3,242.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,20.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Female,F,Black or African American,2054-5,84.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Female,F,White,2106-3,313.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,20.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Male,M,Black or African American,2054-5,110.0
Non-Hodgkin Lymphoma,33041-33042,2000,30-34 years,30-34,Male,M,White,2106-3,494.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,21.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Female,F,Black or African American,2054-5,114.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Female,F,White,2106-3,512.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,20.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Male,M,Black or African American,2054-5,179.0
Non-Hodgkin Lymphoma,33041-33042,2000,35-39 years,35-39,Male,M,White,2106-3,864.0
Non-Hodgkin Lymphoma,33041-33042,2001,20-24 years,20-24,Female,F,Black or African American,2054-5,32.0
Non-Hodgkin Lymphoma,33041-33042,2001,20-24 years,20-24,Female,F,White,2106-3,131.0
Non-Hodgkin Lymphoma,33041-33042,2001,20-24 years,20-24,Male,M,Black or African American,2054-5,36.0
Non-Hodgkin Lymphoma,33041-33042,2001,20-24 years,20-24,Male,M,White,2106-3,206.0
Non-Hodgkin Lymphoma,33041-33042,2001,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,19.0
Non-Hodgkin Lymphoma,33041-33042,2001,25-29 years,25-29,Female,F,Black or African American,2054-5,52.0
Non-Hodgkin Lymphoma,33041-33042,2001,25-29 years,25-29,Female,F,White,2106-3,196.0
Non-Hodgkin Lymphoma,33041-33042,2001,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,21.0
Non-Hodgkin Lymphoma,33041-33042,2001,25-29 years,25-29,Male,M,Black or African American,2054-5,70.0
Non-Hodgkin Lymphoma,33041-33042,2001,25-29 years,25-29,Male,M,White,2106-3,305.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Female,F,Black or African American,2054-5,70.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Female,F,White,2106-3,313.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,18.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Male,M,Black or African American,2054-5,87.0
Non-Hodgkin Lymphoma,33041-33042,2001,30-34 years,30-34,Male,M,White,2106-3,511.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,18.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Female,F,Black or African American,2054-5,113.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Female,F,White,2106-3,487.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,36.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Male,M,Black or African American,2054-5,197.0
Non-Hodgkin Lymphoma,33041-33042,2001,35-39 years,35-39,Male,M,White,2106-3,800.0
Non-Hodgkin Lymphoma,33041-33042,2002,20-24 years,20-24,Female,F,Black or African American,2054-5,40.0
Non-Hodgkin Lymphoma,33041-33042,2002,20-24 years,20-24,Female,F,White,2106-3,147.0
Non-Hodgkin Lymphoma,33041-33042,2002,20-24 years,20-24,Male,M,Black or African American,2054-5,36.0
Non-Hodgkin Lymphoma,33041-33042,2002,20-24 years,20-24,Male,M,White,2106-3,194.0
Non-Hodgkin Lymphoma,33041-33042,2002,25-29 years,25-29,Female,F,Black or African American,2054-5,53.0
Non-Hodgkin Lymphoma,33041-33042,2002,25-29 years,25-29,Female,F,White,2106-3,182.0
Non-Hodgkin Lymphoma,33041-33042,2002,25-29 years,25-29,Male,M,Black or African American,2054-5,74.0
Non-Hodgkin Lymphoma,33041-33042,2002,25-29 years,25-29,Male,M,White,2106-3,277.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,18.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Female,F,Black or African American,2054-5,71.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Female,F,White,2106-3,311.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,18.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Male,M,Black or African American,2054-5,120.0
Non-Hodgkin Lymphoma,33041-33042,2002,30-34 years,30-34,Male,M,White,2106-3,498.0
Non-Hodgkin Lymphoma,33041-33042,2002,35-39 years,35-39,Female,F,Black or African American,2054-5,93.0
Non-Hodgkin Lymphoma,33041-33042,2002,35-39 years,35-39,Female,F,White,2106-3,462.0
Non-Hodgkin Lymphoma,33041-33042,2002,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,23.0
Non-Hodgkin Lymphoma,33041-33042,2002,35-39 years,35-39,Male,M,Black or African American,2054-5,156.0
Non-Hodgkin Lymphoma,33041-33042,2002,35-39 years,35-39,Male,M,White,2106-3,817.0
Non-Hodgkin Lymphoma,33041-33042,2003,20-24 years,20-24,Female,F,Black or African American,2054-5,32.0
Non-Hodgkin Lymphoma,33041-33042,2003,20-24 years,20-24,Female,F,White,2106-3,134.0
Non-Hodgkin Lymphoma,33041-33042,2003,20-24 years,20-24,Male,M,Asian or Pacific Islander,A-PI,20.0
Non-Hodgkin Lymphoma,33041-33042,2003,20-24 years,20-24,Male,M,Black or African American,2054-5,50.0
Non-Hodgkin Lymphoma,33041-33042,2003,20-24 years,20-24,Male,M,White,2106-3,218.0
Non-Hodgkin Lymphoma,33041-33042,2003,25-29 years,25-29,Female,F,Black or African American,2054-5,57.0
Non-Hodgkin Lymphoma,33041-33042,2003,25-29 years,25-29,Female,F,White,2106-3,180.0
Non-Hodgkin Lymphoma,33041-33042,2003,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,17.0
Non-Hodgkin Lymphoma,33041-33042,2003,25-29 years,25-29,Male,M,Black or African American,2054-5,54.0
Non-Hodgkin Lymphoma,33041-33042,2003,25-29 years,25-29,Male,M,White,2106-3,285.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,16.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Female,F,Black or African American,2054-5,75.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Female,F,White,2106-3,317.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,23.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Male,M,Black or African American,2054-5,93.0
Non-Hodgkin Lymphoma,33041-33042,2003,30-34 years,30-34,Male,M,White,2106-3,490.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,16.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Female,F,Black or African American,2054-5,101.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Female,F,White,2106-3,457.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,25.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Male,M,Black or African American,2054-5,169.0
Non-Hodgkin Lymphoma,33041-33042,2003,35-39 years,35-39,Male,M,White,2106-3,732.0
Non-Hodgkin Lymphoma,33041-33042,2004,20-24 years,20-24,Female,F,Asian or Pacific Islander,A-PI,17.0
Non-Hodgkin Lymphoma,33041-33042,2004,20-24 years,20-24,Female,F,Black or African American,2054-5,35.0
Non-Hodgkin Lymphoma,33041-33042,2004,20-24 years,20-24,Female,F,White,2106-3,144.0
Non-Hodgkin Lymphoma,33041-33042,2004,20-24 years,20-24,Male,M,Black or African American,2054-5,40.0
Non-Hodgkin Lymphoma,33041-33042,2004,20-24 years,20-24,Male,M,White,2106-3,212.0
Non-Hodgkin Lymphoma,33041-33042,2004,25-29 years,25-29,Female,F,Black or African American,2054-5,48.0
Non-Hodgkin Lymphoma,33041-33042,2004,25-29 years,25-29,Female,F,White,2106-3,212.0
Non-Hodgkin Lymphoma,33041-33042,2004,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,17.0
Non-Hodgkin Lymphoma,33041-33042,2004,25-29 years,25-29,Male,M,Black or African American,2054-5,71.0
Non-Hodgkin Lymphoma,33041-33042,2004,25-29 years,25-29,Male,M,White,2106-3,275.0
Non-Hodgkin Lymphoma,33041-33042,2004,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,17.0
Non-Hodgkin Lymphoma,33041-33042,2004,30-34 years,30-34,Female,F,Black or African American,2054-5,91.0
Non-Hodgkin Lymphoma,33041-33042,2004,30-34 years,30-34,Female,F,White,2106-3,297.0
Non-Hodgkin Lymphoma,33041-33042,2004,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,30.0
